row_id,interaction_id,run_interaction_id,span_selector,resolved_span_id,resolved_span_index,expected_project_id,expected_project_name_contains,expected_decision,actual_project_id,actual_project_name,actual_decision,actual_confidence,actual_prompt_version,actual_model_id,actual_reason_codes,actual_reasoning,char_start,char_end,has_expectation,is_correct,error,notes,tags
gt_0071,cll_06E4K02P55WQZ1JN7SAVZ3D318,cll_06E4K02P55WQZ1JN7SAVZ3D318,span_index:0,861c410d-e65c-4395-9a91-e7205441da8b,0,,woodbery,assign,,,review,0.700,v1.12.0_world_model_facts,claude-3-haiku-20240307,"{weak_anchor,ambiguous_contact,bizdev_without_commitment}","The transcript contains references to a 'groin vault' in the 'bedroom' and 'dining room' that Zack Sittler wants to discuss with the client and the framer. This suggests the Woodbery Residence project, as it is the only active project with a Woodbery client. However, the transcript does not contain any direct quotes that would allow a definitive assignment to this project, so I recommend a review to confirm the project details. BizDev prospect gate held project assignment (looking at; commitment_terms=none).",0,1981,true,false,,,
gt_0072,cll_06E4K02P55WQZ1JN7SAVZ3D318,cll_06E4K02P55WQZ1JN7SAVZ3D318,span_index:1,c305db95-8b59-4bbb-9724-2e30905f0baa,1,,woodbery,assign,,,review,0.510,v1.12.0_world_model_facts,claude-3-haiku-20240307,"{weak_anchor,ambiguous_contact}","The transcript contains some evidence that the conversation may be about the Woodbery Residence project, but the contact is a 'floater' who works on many projects, which reduces the weight of that signal. There are no strong anchors like an exact project name, address, or client name mentioned. The journal context for Woodbery Residence is also minimal. Overall, the evidence is not strong enough for a confident assignment, so a review is warranted.",1981,2599,true,false,,,
gt_0073,cll_06E4K02P55WQZ1JN7SAVZ3D318,cll_06E4K02P55WQZ1JN7SAVZ3D318,span_index:2,85351f68-bd37-4226-b06f-73acb118bb26,2,,woodbery,assign,,,review,0.250,v1.12.0_world_model_facts,claude-3-haiku-20240307,"{weak_anchor,ambiguous_contact,bizdev_without_commitment}","The transcript does not contain any strong anchors like project name, address, or client name. The only relevant match is 'Brian', which could refer to the Young Residence project, but this is weak evidence since the contact (Shayelyn Woodbery) is a floater. The journal and world model context do not provide enough corroboration to confidently assign this conversation to a specific project. BizDev prospect gate held project assignment (thinking about; commitment_terms=none).",2599,3111,true,false,,,
gt_0074,cll_06E4K02P55WQZ1JN7SAVZ3D318,cll_06E4K02P55WQZ1JN7SAVZ3D318,span_index:3,0f2ff827-a513-49a7-8c3d-76022799a464,3,,woodbery,assign,7db5e186-7dda-4c2c-b85e-7235b67e06d8,Woodbery Residence,review,0.750,v1.12.0_world_model_facts,claude-3-haiku-20240307,"{quote_unverified,weak_anchor,ambiguous_contact}","The conversation is focused on discussing an issue with window height and a potential window seat in a bathroom, which matches evidence for the Woodbery Residence project. The transcript contains a direct quote from Zack Sittler, the general contractor, discussing lowering a window by 7 inches to accommodate the ceiling height, which is strong evidence for this project.",3111,7303,true,false,,,
gt_0075,cll_06E4K4HCR5WZKE8Y0RW5VY9DNM,cll_06E4K4HCR5WZKE8Y0RW5VY9DNM,span_index:0,addce892-3a3b-4a48-af4b-be39b9e21a28,0,,winship,assign,,,review,0.250,v1.12.0_world_model_facts,claude-3-haiku-20240307,"{quote_unverified,weak_anchor,ambiguous_contact,bizdev_without_commitment}","The transcript does not contain any direct references to a specific project. The contact, Larry Fitzgerald, is a 'floater' with assignments across multiple projects, providing no strong identity signal. There is also no corroborating evidence from the project journals or world model facts. Given the lack of clear anchors in the transcript, I do not have sufficient confidence to assign this conversation to a specific project. BizDev prospect gate held project assignment (thinking about; commitment_terms=none).",0,2931,true,false,,,
gt_0076,cll_06E4K4HCR5WZKE8Y0RW5VY9DNM,cll_06E4K4HCR5WZKE8Y0RW5VY9DNM,span_index:1,f30e8a1b-c9ea-437b-b6bf-19630b2b427d,1,,winship,assign,,,review,0.250,v1.12.0_world_model_facts,claude-3-haiku-20240307,"{weak_anchor,ambiguous_contact,bizdev_without_commitment}","The transcript discusses general construction topics like glass panels and moisture concerns, but does not contain any strong anchors to a specific project. The contact, Larry Fitzgerald, is a 'floater' who works on multiple projects, so his identity is not a reliable signal. There is no corroborating evidence from journal context, email, or geo information. Without a clear transcript anchor, I cannot confidently assign this conversation to a specific project. BizDev prospect gate held project assignment (thinking about; commitment_terms=none).",2931,3772,true,false,,,
gt_0077,cll_06E4K4HCR5WZKE8Y0RW5VY9DNM,cll_06E4K4HCR5WZKE8Y0RW5VY9DNM,span_index:2,276f2bbe-8c00-43a0-b008-1d0680ca36ae,2,,winship,assign,,,review,0.250,v1.12.0_world_model_facts,claude-3-haiku-20240307,"{weak_anchor,ambiguous_contact,bizdev_without_commitment}","The transcript contains some discussion of door construction and materials, but does not clearly mention any specific project. The contact, Larry Fitzgerald, is a floater with no strong project association, so his identity does not provide a clear signal. There is no definitive evidence from the transcript, email, or geo context to confidently attribute this conversation to a particular project. BizDev prospect gate held project assignment (thinking about; commitment_terms=none).",3772,8333,true,false,,,
gt_0078,cll_06E4K89W79XQQ7TYRDTH6534CG,cll_06E4K89W79XQQ7TYRDTH6534CG,span_index:0,a6515bb4-53f5-4d26-8959-ed64ec26e355,0,,winship,assign,,,review,0.500,v1.12.0_world_model_facts,claude-3-haiku-20240307,"{weak_anchor,ambiguous_contact,bizdev_without_commitment}","The transcript does not contain any explicit references to a specific project. The only evidence is the mentions of Zack Sittler, who is an HCB staff member, and a discussion about poor cell service and ordering some electrical work. Without any direct project references, I cannot confidently assign this call to a specific project, so I recommend review. BizDev prospect gate held project assignment (text me; commitment_terms=none).",0,1876,true,false,,,
gt_0079,cll_06E4KJ4645YE9CFYX8CXT9XPVM,cll_06E4KJ4645YE9CFYX8CXT9XPVM,span_index:0,94d28865-654e-4dc6-9cf6-ffddb3fbbe70,0,,winship,assign,,,review,0.650,v1.12.0_world_model_facts,claude-3-haiku-20240307,"{weak_anchor,ambiguous_contact,bizdev_without_commitment}","The transcript contains several details related to the construction of custom doors, including materials, dimensions, and pricing. While the caller mentions some project-specific details like 'the two jambs' and 'two two eight light doors', there is no explicit mention of a project name, address, or client that would allow confident attribution to a specific project. The caller's identity as a 'floater' contact with 8 projects is an anti-signal, so the project identity cannot be reliably inferred from the caller alone. Some journal context from the Woodbery Residence project about open questions on cabinetry may be loosely relevant, but does not provide a strong enough anchor to assign this call. Overall, the transcript evidence is suggestive but not conclusive, so a review is warranted to determine the primary project being discussed. BizDev prospect gate held project assignment (looking at; commitment_terms=none).",0,1194,true,false,,,
gt_0080,cll_06E4KJ4645YE9CFYX8CXT9XPVM,cll_06E4KJ4645YE9CFYX8CXT9XPVM,span_index:1,b9423fe9-d18b-4d41-b634-484b1c99502d,1,,winship,assign,,,review,0.750,v1.12.0_world_model_facts,claude-3-haiku-20240307,"{ambiguous_contact,bizdev_without_commitment}","The transcript mentions 'permit' which is a strong anchor for the Permar Residence project. Additionally, the context around Zack Sittler leaving something at the 'job' site for the caller to pick up aligns with the active status of the Permar Residence project. BizDev prospect gate held project assignment (text me; commitment_terms=none).",1194,3520,true,false,,,
gt_0081,cll_06E4KJ4645YE9CFYX8CXT9XPVM,cll_06E4KJ4645YE9CFYX8CXT9XPVM,span_index:2,,,,winship,assign,,,,,,,,,,,true,false,span_not_found,,
gt_0083,cll_06E4KKW99NYTS04NN3SMEFYAYG,cll_06E4KKW99NYTS04NN3SMEFYAYG,span_index:1,38e23618-dea1-4527-a68b-2507c6094e21,1,,woodbery,assign,,,review,0.450,v1.12.0_world_model_facts,claude-3-haiku-20240307,{ambiguous_contact},"The transcript contains references to 'Woodbery' and 'j and j invoices' but does not provide enough clear evidence to definitively attribute the conversation to a specific project. The contact, Zack Sittler, is a floater who works on multiple projects, further complicating the attribution. Additional information or context may be needed to make a confident assignment.",1269,1840,true,false,,,
gt_0084,cll_06E4STVDDHT0H1CPJJBB28KNG8,cll_06E4STVDDHT0H1CPJJBB28KNG8,span_index:0,c1f72413-2c31-4e26-b8a7-8c86d0bc214b,0,,winship,assign,,,none,0.200,v1.12.0_world_model_facts,claude-3-haiku-20240307,"{weak_anchor,ambiguous_contact}","The transcript does not contain any strong anchors like project names, addresses, or client names. The only potentially relevant information is the mention of 'lou', which could refer to the 'Lou Winship' alias for the Winship Residence project. However, since the contact Zack Sittler is classified as a floater with 8 projects, his identity alone is not a strong enough signal to confidently attribute the conversation to the Winship Residence project. More corroborating evidence would be needed to make an assignment.",0,293,true,false,,,
gt_0085,cll_06E4STVDDHT0H1CPJJBB28KNG8,cll_06E4STVDDHT0H1CPJJBB28KNG8,span_index:1,165cf69f-cd38-4603-9f30-7752b44c9b44,1,,winship,assign,,,review,0.500,v1.12.0_world_model_facts,claude-3-haiku-20240307,{ambiguous_contact},"The transcript does not contain any strong anchors like project names, addresses, or client names. The only signal is the mention of 'Blanton', which could refer to the Blanton Winship alias for the Winship Residence project. However, since 'Blanton' is a common name and this is not a direct quote, I do not have sufficient evidence to confidently assign this conversation to any specific project. The transcript seems to be discussing a general meeting or coordination, rather than details about a particular construction project.",293,1659,true,false,,,
gt_0087,cll_06E4SXBE0NTCB1EVNTZGETQF6C,cll_06E4SXBE0NTCB1EVNTZGETQF6C,span_index:1,94ad9f3e-ffb4-423c-a394-3f363721e275,1,,winship,assign,,,review,0.650,v1.12.0_world_model_facts,claude-3-haiku-20240307,"{weak_anchor,ambiguous_contact}","The transcript mentions pocket doors that need adjustment, but does not provide clear evidence to identify the specific project being discussed. The contact Randy Booth is a floater with no strong project assignment, and there are no exact project name, address, or client name matches in the transcript. However, the details about the pocket doors suggest this could be related to the Winship Residence, Permar Residence, or Kreikemeier Residence projects, which are active and involve ongoing work.",694,1385,true,false,,,
gt_0089,cll_06E5F9JKZNZZF19NWGYEDDXF6G,cll_06E5F9JKZNZZF19NWGYEDDXF6G,span_index:1,fb69cc9a-78c1-48e8-91ef-88425493c34c,1,,permar,assign,fcd501c7-d983-4f84-a4f6-774ad077c7af,Young Residence,assign,0.750,v1.12.0_world_model_facts,claude-3-haiku-20240307,,"The transcript mentions 'red oak', which matches the 'Red Oak' alias for the Young Residence project. Additionally, the contact Zack Sittler is a floater who works on multiple projects, so his identity alone is not a strong signal. However, the specific mention of 'red oak' provides a clear anchor to attribute this conversation to the Young Residence project.",1644,3289,true,false,,,
